president,subgroup,modeldate,startdate,enddate,pollster,grade,samplesize,population,weight,influence,approve,disapprove,adjusted_approve,adjusted_disapprove,multiversions,tracking,url,poll_id,question_id,createddate,timestamp
Donald Trump,All polls,3/3/2019,3/20/2018,3/22/2018,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,.1353645,0,46,52,40.54671,52.88497,"",T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,51050,80785,3/23/2018,09:09:21  3 Mar 2019
Donald Trump,All polls,3/3/2019,3/19/2018,3/23/2018,Ipsos,B+,3443,a,.2803433,0,38.2,57.2,38.64288,56.03083,"",T,http://polling.reuters.com/#poll/CP3_2/,51205,81000,3/27/2018,09:09:21  3 Mar 2019
Donald Trump,All polls,3/3/2019,3/19/2018,3/25/2018,Gallup,B,1500,a,.8195857,0,39,55,40.18652,53.09881,"","",http://news.gallup.com/poll/203207/trump-job-approval-weekly.aspx,51062,80810,3/26/2018,09:09:21  3 Mar 2019
Donald Trump,All polls,3/3/2019,3/21/2018,3/23/2018,SurveyMonkey,D-,2878,a,.0278789,0,45,54,42.62796,52.741,"","",https://drive.google.com/file/d/10bnbguN1jxDJ8jgyPqMfEoS4ZvpShFre/view,51060,80808,3/26/2018,09:09:21  3 Mar 2019
Donald Trump,All polls,3/3/2019,3/20/2018,3/24/2018,Ipsos,B+,3383,a,.2757018,0,38.3,57.4,38.74288,56.23083,"",T,http://polling.reuters.com/#poll/CP3_2/,51204,80999,3/27/2018,09:09:21  3 Mar 2019
Donald Trump,All polls,3/3/2019,3/21/2018,3/25/2018,Ipsos,B+,3329,a,.2731643,0,38.1,57.4,38.54288,56.23083,"",T,http://polling.reuters.com/#poll/CP3_2/,51203,80998,3/27/2018,09:09:21  3 Mar 2019
Donald Trump,All polls,3/3/2019,3/21/2018,3/25/2018,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,.0812957,0,46,52,40.54671,52.88497,"",T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,51059,80807,3/26/2018,09:09:21  3 Mar 2019
Donald Trump,All polls,3/3/2019,3/22/2018,3/26/2018,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,.2425136,0,46,53,40.54671,53.88497,"",T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,51064,80813,3/27/2018,09:09:21  3 Mar 2019
Donald Trump,All polls,3/3/2019,3/23/2018,3/25/2018,Public Policy Polling,B,846,rv,1.119154,0,39,54,38.31709,54.36039,"","",https://www.publicpolicypolling.com/wp-content/uploads/2018/03/PPP_Release_National_32718.pdf,51065,80814,3/27/2018,09:09:21  3 Mar 2019
Donald Trump,All polls,3/3/2019,3/22/2018,3/26/2018,Ipsos,B+,2711,a,.2252636,0,38.3,57.1,38.74288,55.93083,"",T,http://polling.reuters.com/#poll/CP3_2/,51202,80997,3/27/2018,09:09:21  3 Mar 2019
Donald Trump,All polls,3/3/2019,3/22/2018,3/25/2018,CNN/SSRS,A-,1014,a,1.638545,0,42,54,43.06581,53.097,"","",http://cdn.cnn.com/cnn/2018/images/03/26/rel4a.-.trump.pdf,51063,80811,3/26/2018,09:09:21  3 Mar 2019
Donald Trump,All polls,3/3/2019,3/23/2018,3/27/2018,Ipsos,B+,1672,a,.1411796,0,40.3,55,40.74288,53.83083,"",T,http://polling.reuters.com/#poll/CP3_2/,51292,81129,3/30/2018,09:09:21  3 Mar 2019
Donald Trump,All polls,3/3/2019,3/22/2018,3/28/2018,SurveyMonkey,D-,14468,a,.1588734,0,44,55,41.62796,53.741,"","",https://drive.google.com/file/d/1DLRXSB9SdN2ZrovFcGSwHAXhFjZeTI61/view,51288,81121,3/29/2018,09:09:21  3 Mar 2019
Donald Trump,All polls,3/3/2019,3/25/2018,3/27/2018,YouGov,B,1500,a,.9116957,0,39,49,40.0202,51.29985,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/4e7f92zbz6/econTabReport.pdf,51208,81011,3/28/2018,09:09:21  3 Mar 2019
Donald Trump,All polls,3/3/2019,3/25/2018,3/27/2018,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,.1346041,0,45,53,39.54671,53.88497,"",T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,51206,81009,3/28/2018,09:09:21  3 Mar 2019
Donald Trump,All polls,3/3/2019,3/24/2018,3/28/2018,Ipsos,B+,1564,a,.1342076,0,40.4,55.6,40.84288,54.43083,"",T,http://polling.reuters.com/#poll/CP3_2/,51291,81128,3/30/2018,09:09:21  3 Mar 2019
Donald Trump,All polls,3/3/2019,3/22/2018,3/29/2018,IBD/TIPP,A-,902,a,1.535233,0,38,56,39.97338,54.44047,"","",https://www.investors.com/politics/trump-approval-unemployment-ibd-tipp-poll/,51545,81487,4/2/2018,09:09:21  3 Mar 2019
Donald Trump,All polls,3/3/2019,3/26/2018,3/28/2018,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,.1351094,0,45,53,39.54671,53.88497,"",T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,51251,81065,3/29/2018,09:09:21  3 Mar 2019
Donald Trump,All polls,3/3/2019,3/25/2018,3/29/2018,Ipsos,B+,1627,a,.141841,0,41.3,54.6,41.74288,53.43083,"",T,http://polling.reuters.com/#poll/CP3_2/,51290,81127,3/30/2018,09:09:21  3 Mar 2019
Donald Trump,All polls,3/3/2019,3/26/2018,3/27/2018,Morning Consult,B-,1997,rv,.5681887,0,42,53,39.56225,55.25751,"","",https://www.politico.com/f/?id=00000162-696d-d2f7-adef-efeff5c90001,51207,81010,3/28/2018,09:09:21  3 Mar 2019
Donald Trump,All polls,3/3/2019,3/26/2018,3/30/2018,Ipsos,B+,1769,a,.156688,0,41.1,54.9,41.54288,53.73083,"",T,http://polling.reuters.com/#poll/CP3_2/,51601,81572,4/3/2018,09:09:21  3 Mar 2019
Donald Trump,All polls,3/3/2019,3/25/2018,3/31/2018,Gallup,B,1500,a,.8337591,0,39,55,40.18652,53.09881,"","",http://news.gallup.com/poll/203207/trump-job-approval-weekly.aspx,51544,81486,4/2/2018,09:09:21  3 Mar 2019
Donald Trump,All polls,3/3/2019,3/27/2018,3/29/2018,Harris Interactive,C+,1340,rv,1.112545,0,44,56,39.83041,55.24727,"","",http://harvardharrispoll.com/wp-content/uploads/2018/04/Final_HHP_March2018_RegisteredVoters_Xtabs_LR_Approval.pdf,51584,81547,4/2/2018,09:09:21  3 Mar 2019
Donald Trump,All polls,3/3/2019,3/27/2018,3/29/2018,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,.1353645,0,47,52,41.54671,52.88497,"",T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,51289,81123,3/30/2018,09:09:21  3 Mar 2019
Donald Trump,All polls,3/3/2019,3/27/2018,3/31/2018,Ipsos,B+,1703,a,.1533594,0,39.9,56.1,40.34288,54.93083,"",T,http://polling.reuters.com/#poll/CP3_2/,51600,81571,4/3/2018,09:09:21  3 Mar 2019
Donald Trump,All polls,3/3/2019,3/25/2018,4/2/2018,Greenberg Quinlan Rosner,B-,1000,rv,1.219891,0,43,53,42.09827,53.0439,"","",http://www.democracycorps.com/attachments/article/1081/Dcor_GR_AFT_National%20RV%20Phone_FQ_040218.pdf,51626,81635,4/11/2018,09:09:21  3 Mar 2019
Donald Trump,All polls,3/3/2019,3/22/2018,4/4/2018,icitizen,"",800,a,.6085043,0,38,62,39.76532,56.0487,"","",https://projects.fivethirtyeight.com.s3.amazonaws.com/polls/20180409_icitizen_national.pdf,51614,81606,4/9/2018,09:09:21  3 Mar 2019
Donald Trump,All polls,3/3/2019,3/28/2018,4/1/2018,Ipsos,B+,1621,a,.1485043,0,39.1,56.4,39.54288,55.23083,"",T,http://polling.reuters.com/#poll/CP3_2/,51599,81570,4/3/2018,09:09:21  3 Mar 2019
Donald Trump,All polls,3/3/2019,3/28/2018,4/1/2018,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,.0812957,0,50,49,44.54671,49.88497,"",T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,51293,81136,4/2/2018,09:09:21  3 Mar 2019
Donald Trump,All polls,3/3/2019,3/29/2018,4/2/2018,Ipsos,B+,1907,a,.1776573,0,38.9,55.8,39.34288,54.63083,"",T,http://polling.reuters.com/#poll/CP3_2/,51598,81569,4/3/2018,09:09:21  3 Mar 2019
Donald Trump,All polls,3/3/2019,3/29/2018,4/2/2018,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,.2425136,0,49,50,43.54671,50.88497,"",T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,51585,81549,4/3/2018,09:09:21  3 Mar 2019
Donald Trump,All polls,3/3/2019,3/29/2018,4/1/2018,Morning Consult,B-,2202,a,.6213232,0,41,53,38.56225,55.25751,"","",https://morningconsult.com/wp-content/uploads/2018/04/DriverlessCarsCrosstabs.pdf,51602,92579,1/9/2019,09:09:21  3 Mar 2019
Donald Trump,All polls,3/3/2019,3/29/2018,4/4/2018,SurveyMonkey,D-,14018,a,.1872375,0,43,55,40.62796,53.741,"","",https://drive.google.com/file/d/1EUKf8mumDs3410lBT4rp0PwjcpWF19ZS/view,51606,81588,4/5/2018,09:09:21  3 Mar 2019
Donald Trump,All polls,3/3/2019,3/30/2018,4/3/2018,Ipsos,B+,1838,a,.1739403,0,38.8,55.1,39.24288,53.93083,"",T,http://polling.reuters.com/#poll/CP3_2/,51610,81602,4/6/2018,09:09:21  3 Mar 2019
Donald Trump,All polls,3/3/2019,3/31/2018,4/4/2018,Ipsos,B+,1750,a,.1679723,0,37,57.2,37.44288,56.03083,"",T,http://polling.reuters.com/#poll/CP3_2/,51609,81601,4/6/2018,09:09:21  3 Mar 2019
Donald Trump,All polls,3/3/2019,4/1/2018,4/3/2018,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,.1346041,0,51,48,45.54671,48.88497,"",T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,51604,81586,4/4/2018,09:09:21  3 Mar 2019
Donald Trump,All polls,3/3/2019,4/1/2018,4/3/2018,YouGov,B,1500,a,.8911024,0,38,52,39.0202,54.29985,"","",https://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/maf7idof71/econTabReport.pdf,51603,81583,4/4/2018,09:09:21  3 Mar 2019
Donald Trump,All polls,3/3/2019,4/2/2018,4/4/2018,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,.1351094,0,47,51,41.54671,51.88497,"",T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,51605,81587,4/5/2018,09:09:21  3 Mar 2019
Donald Trump,All polls,3/3/2019,4/1/2018,4/5/2018,Ipsos,B+,1761,a,.1710913,0,37.3,56.9,37.74288,55.73083,"",T,http://polling.reuters.com/#poll/CP3_2/,51608,81600,4/6/2018,09:09:21  3 Mar 2019
Donald Trump,All polls,3/3/2019,3/21/2018,4/17/2018,AP-NORC,"",2019,a,1.428259,0,37,61,38.60364,56.55013,"","",http://mediainsight.org/PDFs/Journalism%202018/Americans_and_News_Media_Topline_genpop.pdf,56944,91913,11/28/2018,09:09:21  3 Mar 2019
Donald Trump,All polls,3/3/2019,4/3/2018,4/5/2018,Global Strategy Group/GBA Strategies,"",1009,rv,1.058935,0,38,59,38.95294,57.01704,"","",https://navigatorresearch.org/wp-content/uploads/2018/04/Navigator-March-Tracker-Topline-F4.17.18.pdf,52569,83064,6/18/2018,09:09:21  3 Mar 2019
Donald Trump,All polls,3/3/2019,4/3/2018,4/5/2018,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,.1353645,0,47,52,41.54671,52.88497,"",T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,51607,81590,4/6/2018,09:09:21  3 Mar 2019
Donald Trump,All polls,3/3/2019,4/2/2018,4/6/2018,Ipsos,B+,1768,a,.1734732,0,38.1,56.6,38.54288,55.43083,"",T,http://polling.reuters.com/#poll/CP3_2/,51623,81623,4/11/2018,09:09:21  3 Mar 2019
Donald Trump,All polls,3/3/2019,4/2/2018,4/8/2018,SurveyMonkey,D-,10533,a,.1393736,0,43,55,40.62796,53.741,"","",https://drive.google.com/file/d/1RNWzp-0GRumulZs8NoE4U4kWdQic8S_p/view,57344,92735,1/18/2019,09:09:21  3 Mar 2019
Donald Trump,All polls,3/3/2019,4/3/2018,4/7/2018,Ipsos,B+,1511,a,.1495257,0,38.3,56.5,38.74288,55.33083,"",T,http://polling.reuters.com/#poll/CP3_2/,51622,81622,4/11/2018,09:09:21  3 Mar 2019
Donald Trump,All polls,3/3/2019,4/2/2018,4/8/2018,Gallup,B,1500,a,.8552807,0,41,54,42.18652,52.09881,"","",http://news.gallup.com/poll/203207/trump-job-approval-weekly.aspx,51613,81605,4/9/2018,09:09:21  3 Mar 2019
Donald Trump,All polls,3/3/2019,4/4/2018,4/8/2018,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,.0812957,0,48,52,42.54671,52.88497,"",T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,51611,81603,4/9/2018,09:09:21  3 Mar 2019
Donald Trump,All polls,3/3/2019,4/4/2018,4/8/2018,Ipsos,B+,1516,a,.1512109,0,36.4,58.7,36.84288,57.53083,"",T,http://polling.reuters.com/#poll/CP3_2/,51621,81621,4/11/2018,09:09:21  3 Mar 2019
Donald Trump,All polls,3/3/2019,4/5/2018,4/7/2018,Morning Consult,B-,2201,a,.6554777,0,42,52,39.56225,54.25751,"","",https://morningconsult.com/wp-content/uploads/2018/04/Brands-Levis-American-Industries-Crosstabs-180408-1.pdf,51618,92532,1/8/2019,09:09:21  3 Mar 2019
Donald Trump,All polls,3/3/2019,4/5/2018,4/9/2018,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,.2425136,0,48,51,42.54671,51.88497,"",T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,51615,81607,4/10/2018,09:09:21  3 Mar 2019
Donald Trump,All polls,3/3/2019,4/5/2018,4/9/2018,Ipsos,B+,1480,a,.1487194,0,37.3,57.4,37.74288,56.23083,"",T,http://polling.reuters.com/#poll/CP3_2/,51620,81620,4/11/2018,09:09:21  3 Mar 2019
Donald Trump,All polls,3/3/2019,4/6/2018,4/10/2018,Ipsos,B+,1466,a,.1483002,0,38.1,56.5,38.54288,55.33083,"",T,http://polling.reuters.com/#poll/CP3_2/,51633,81655,4/13/2018,09:09:21  3 Mar 2019
Donald Trump,All polls,3/3/2019,4/6/2018,4/9/2018,Quinnipiac University,A-,1181,rv,1.628786,0,41,52,42.68841,50.62733,"","",https://poll.qu.edu/national/release-detail?ReleaseID=2534,51616,81608,4/10/2018,09:09:21  3 Mar 2019
Donald Trump,All polls,3/3/2019,4/5/2018,4/11/2018,SurveyMonkey,D-,16160,a,.2099481,0,44,54,41.62796,52.741,"","",https://drive.google.com/file/d/1F3u8oURMTl-1eFyujbS_hwJcWa-TGu3_/view,51628,81640,4/12/2018,09:09:21  3 Mar 2019
Donald Trump,All polls,3/3/2019,4/8/2018,4/10/2018,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,.1346041,0,49,50,43.54671,50.88497,"",T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,51617,81609,4/11/2018,09:09:21  3 Mar 2019
Donald Trump,All polls,3/3/2019,4/8/2018,4/10/2018,YouGov,B,1500,a,.8319726,0,40,49,41.0202,51.29985,"","",http://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/3g689cgf7m/econTabReport.pdf,51619,81611,4/11/2018,09:09:21  3 Mar 2019
Donald Trump,All polls,3/3/2019,4/7/2018,4/11/2018,Ipsos,B+,1504,a,.1530536,0,39.9,55.1,40.34288,53.93083,"",T,http://polling.reuters.com/#poll/CP3_2/,51632,81654,4/13/2018,09:09:21  3 Mar 2019
Donald Trump,All polls,3/3/2019,4/2/2018,4/16/2018,Cards Against Humanity/Survey Sampling International,"",800,a,.9229468,0,33,49,34.93023,52.77322,"","",https://thepulseofthenation.com/downloads/201804-CAH_PulseOfTheNation_Crosstabs.pdf,56947,91916,11/28/2018,09:09:21  3 Mar 2019
Donald Trump,All polls,3/3/2019,4/9/2018,4/11/2018,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,.1351094,0,50,49,44.54671,49.88497,"",T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,51627,81639,4/12/2018,09:09:21  3 Mar 2019
Donald Trump,All polls,3/3/2019,4/8/2018,4/11/2018,NBC News/Wall Street Journal,A-,900,a,1.441952,0,39,57,38.23442,57.77988,"","",http://msnbcmedia.msn.com/i/TODAY/z_Creative/NBCWSJAprilPoll41518Release.pdf,51635,81657,4/15/2018,09:09:21  3 Mar 2019
Donald Trump,All polls,3/3/2019,4/9/2018,4/10/2018,Public Policy Polling,B,618,rv,.8284736,0,40,54,39.31709,54.36039,"","",http://bridgeproject.com/app/uploads/ScottPruittPollingResults.pdf,51629,81642,4/12/2018,09:09:21  3 Mar 2019
Donald Trump,All polls,3/3/2019,4/8/2018,4/11/2018,ABC News/Washington Post,A+,1002,a,2.024158,0,40,56,40.93998,54.23281,"","",http://www.langerresearch.com/wp-content/uploads/1196a2TrumpApproval.pdf,51634,81656,4/15/2018,09:09:21  3 Mar 2019
Donald Trump,All polls,3/3/2019,4/8/2018,4/12/2018,Ipsos,B+,1541,a,.1576656,0,39.9,55.8,40.34288,54.63083,"",T,http://polling.reuters.com/#poll/CP3_2/,51631,81653,4/13/2018,09:09:21  3 Mar 2019
Donald Trump,All polls,3/3/2019,4/10/2018,4/12/2018,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,.1353645,0,50,49,44.54671,49.88497,"",T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,51630,81643,4/13/2018,09:09:21  3 Mar 2019
Donald Trump,All polls,3/3/2019,4/9/2018,4/13/2018,Ipsos,B+,1573,a,.1616997,0,40.7,56,41.14288,54.83083,"",T,http://polling.reuters.com/#poll/CP3_2/,52200,82365,4/17/2018,09:09:21  3 Mar 2019
Donald Trump,All polls,3/3/2019,4/9/2018,4/13/2018,SurveyMonkey,D-,4638,a,.0648253,0,45,53,42.62796,51.741,"","",https://drive.google.com/file/d/15Ud-V7nfkSfhw2UoX279ssz4IlUMTyb6/view,56889,91782,11/16/2018,09:09:21  3 Mar 2019
Donald Trump,All polls,3/3/2019,4/9/2018,4/15/2018,Gallup,B,1500,a,.8412924,0,39,55,40.18652,53.09881,"","",http://news.gallup.com/poll/203207/trump-job-approval-weekly.aspx,51637,81663,4/16/2018,09:09:21  3 Mar 2019
Donald Trump,All polls,3/3/2019,4/10/2018,4/13/2018,Marist College,A,1011,a,1.886689,0,38,54,39.1167,55.11142,"","",http://maristpoll.marist.edu/wp-content/misc/usapolls/us180410/Trump%20and%20Congress_NPR_PBS%20NewsHour_Marist%20Poll_National%20Nature%20of%20the%20Sample%20and%20Tables_April%202018.pdf,52202,82375,4/18/2018,09:09:21  3 Mar 2019
Donald Trump,All polls,3/3/2019,4/10/2018,4/14/2018,Ipsos,B+,1553,a,.160233,0,41,55.7,41.44288,54.53083,"",T,http://polling.reuters.com/#poll/CP3_2/,52199,82364,4/17/2018,09:09:21  3 Mar 2019
Donald Trump,All polls,3/3/2019,4/5/2018,4/18/2018,icitizen,"",2171,a,1.150536,0,43,56,44.76532,50.0487,"","",https://projects.fivethirtyeight.com/polls/20180418_icitizen_national.pdf,52302,82541,4/24/2018,09:09:21  3 Mar 2019
Donald Trump,All polls,3/3/2019,4/11/2018,4/15/2018,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,.0812957,0,51,48,45.54671,48.88497,"",T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,51636,81660,4/16/2018,09:09:21  3 Mar 2019
Donald Trump,All polls,3/3/2019,4/11/2018,4/15/2018,Ipsos,B+,1574,a,.1628456,0,40.8,56,41.24288,54.83083,"",T,http://polling.reuters.com/#poll/CP3_2/,52198,82363,4/17/2018,09:09:21  3 Mar 2019
Donald Trump,All polls,3/3/2019,4/12/2018,4/16/2018,Ipsos,B+,1554,a,.1608734,0,38.9,57.3,39.34288,56.13083,"",T,http://polling.reuters.com/#poll/CP3_2/,52197,82362,4/17/2018,09:09:21  3 Mar 2019
Donald Trump,All polls,3/3/2019,4/11/2018,4/16/2018,AP-NORC,"",1140,a,.9899828,0,40,59,41.60364,54.55013,"","",http://apnorc.org/PDFs/AP-NORC%20Omnibus%20April%202018/April%202018%20AP-NORC%20Poll%20Topline_Foreign%20Relations.pdf,52265,82471,4/20/2018,09:09:21  3 Mar 2019
Donald Trump,All polls,3/3/2019,4/12/2018,4/16/2018,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,.2425343,0,49,50,43.54671,50.88497,"",T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,52195,82356,4/17/2018,09:09:21  3 Mar 2019
Donald Trump,All polls,3/3/2019,4/12/2018,4/17/2018,Morning Consult,B-,2122,a,.5316401,0,40,55,37.56225,57.25751,"","",https://morningconsult.com/wp-content/uploads/2018/04/180416-Avengers-Crosstabs.pdf,52203,92533,1/8/2019,09:09:21  3 Mar 2019
Donald Trump,All polls,3/3/2019,4/13/2018,4/17/2018,Ipsos,B+,1511,a,.1561677,0,38.7,57.4,39.14288,56.23083,"",T,http://polling.reuters.com/#poll/CP3_2/,52292,82526,4/20/2018,09:09:21  3 Mar 2019
Donald Trump,All polls,3/3/2019,4/12/2018,4/18/2018,SurveyMonkey,D-,18398,a,.2689232,0,44,54,41.62796,52.741,"","",https://drive.google.com/file/d/1I12c3f6FbbjRMa-WmdG5hLBdc5txdoC0/view,52263,82468,4/19/2018,09:09:21  3 Mar 2019
Donald Trump,All polls,3/3/2019,4/13/2018,4/16/2018,Morning Consult,B-,1995,rv,.4998219,0,41,55,38.56225,57.25751,"","",https://morningconsult.com/wp-content/uploads/2018/04/180422_crosstabs_POLITICO_v1_DK.pdf,52201,82374,4/18/2018,09:09:21  3 Mar 2019
Donald Trump,All polls,3/3/2019,4/15/2018,4/17/2018,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,.1346385,0,50,49,44.54671,49.88497,"",T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,52204,82380,4/18/2018,09:09:21  3 Mar 2019
Donald Trump,All polls,3/3/2019,4/14/2018,4/18/2018,Ipsos,B+,1471,a,.151486,0,37.8,57.5,38.24288,56.33083,"",T,http://polling.reuters.com/#poll/CP3_2/,52291,82525,4/20/2018,09:09:21  3 Mar 2019
Donald Trump,All polls,3/3/2019,4/15/2018,4/17/2018,YouGov,B,1500,a,.7103911,0,38,53,39.0202,55.29985,"","",http://d25d2506sfb94s.cloudfront.net/cumulus_uploads/document/4l31gznvf1/econTabReport.pdf,52205,82381,4/18/2018,09:09:21  3 Mar 2019
Donald Trump,All polls,3/3/2019,4/16/2018,4/18/2018,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,.1351553,0,48,51,42.54671,51.88497,"",T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,52262,82467,4/19/2018,09:09:21  3 Mar 2019
Donald Trump,All polls,3/3/2019,4/15/2018,4/19/2018,Ipsos,B+,1516,a,.1553211,0,39,56.6,39.44288,55.43083,"",T,http://polling.reuters.com/#poll/CP3_2/,52290,82524,4/20/2018,09:09:21  3 Mar 2019
Donald Trump,All polls,3/3/2019,4/17/2018,4/19/2018,SurveyMonkey,D-,2503,a,.0438543,0,44,53,41.62796,51.741,"","",https://drive.google.com/file/d/1IC-1wsm2_tTFFxz_LTON-1X7ZafHxhot/view,56890,91784,11/16/2018,09:09:21  3 Mar 2019
Donald Trump,All polls,3/3/2019,4/16/2018,4/20/2018,Ipsos,B+,1494,a,.1520802,0,38.1,56.7,38.54288,55.53083,"",T,http://polling.reuters.com/#poll/CP3_2/,52306,82557,4/24/2018,09:09:21  3 Mar 2019
Donald Trump,All polls,3/3/2019,4/17/2018,4/19/2018,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,.135422,0,49,50,43.54671,50.88497,"",T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,52264,82470,4/20/2018,09:09:21  3 Mar 2019
Donald Trump,All polls,3/3/2019,4/17/2018,4/20/2018,American Research Group,C+,1100,a,1.148289,0,38,56,39.76753,53.61555,"","",http://americanresearchgroup.com/economy/,52299,82538,4/23/2018,09:09:21  3 Mar 2019
Donald Trump,All polls,3/3/2019,4/18/2018,4/19/2018,Public Policy Polling,B,741,rv,1.011414,0,41,53,40.31709,53.36039,"","",https://www.protectourcare.org/wp-content/uploads/2018/04/NationalMedicaidResults.pdf,52307,82558,4/24/2018,09:09:21  3 Mar 2019
Donald Trump,All polls,3/3/2019,4/16/2018,4/22/2018,Gallup,B,1500,a,.8380567,0,38,57,39.18652,55.09881,"","",http://news.gallup.com/poll/203207/trump-job-approval-weekly.aspx,52300,82539,4/23/2018,09:09:21  3 Mar 2019
Donald Trump,All polls,3/3/2019,4/17/2018,4/21/2018,Ipsos,B+,1471,a,.148775,0,39.1,55.5,39.54288,54.33083,"",T,http://polling.reuters.com/#poll/CP3_2/,52305,82556,4/24/2018,09:09:21  3 Mar 2019
Donald Trump,All polls,3/3/2019,4/18/2018,4/22/2018,Ipsos,B+,1504,a,.1511466,0,38.1,56.4,38.54288,55.23083,"",T,http://polling.reuters.com/#poll/CP3_2/,52304,82555,4/24/2018,09:09:21  3 Mar 2019
Donald Trump,All polls,3/3/2019,4/18/2018,4/22/2018,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,.081344,0,48,50,42.54671,50.88497,"",T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,52298,82537,4/23/2018,09:09:21  3 Mar 2019
Donald Trump,All polls,3/3/2019,4/17/2018,4/22/2018,McLaughlin & Associates,C-,1000,lv,.8433074,0,46,52,41.95892,53.85677,"","",http://mclaughlinonline.com/2018/04/24/april-2018-national-survey-results/,52313,82568,4/25/2018,09:09:21  3 Mar 2019
Donald Trump,All polls,3/3/2019,4/19/2018,4/23/2018,Morning Consult,B-,1993,rv,.4846253,0,42,55,39.56225,57.25751,"","",https://morningconsult.com/wp-content/uploads/2018/04/180434_crosstabs_POLITICO_v1_DK.pdf,52310,82562,4/25/2018,09:09:21  3 Mar 2019
Donald Trump,All polls,3/3/2019,4/19/2018,4/23/2018,Rasmussen Reports/Pulse Opinion Research,C+,1500,lv,.242679,0,48,50,42.54671,50.88497,"",T,http://www.rasmussenreports.com/public_content/politics/trump_administration/trump_approval_index_history,52301,82540,4/24/2018,09:09:21  3 Mar 2019
Donald Trump,All polls,3/3/2019,4/19/2018,4/23/2018,Ipsos,B+,1552,a,.154985,0,39.6,55.3,40.04288,54.13083,"",T,http://polling.reuters.com/#poll/CP3_2/,52303,82554,4/24/2018,09:09:21  3 Mar 2019
Donald Trump,All polls,3/3/2019,4/19/2018,4/25/2018,SurveyMonkey,D-,9688,a,.1805226,0,45,53,42.62796,51.741,"","",https://drive.google.com/file/d/1JY4HE6-K6lPzpvB_5ND6xC02TVIZ_3wp/view,52316,82572,4/26/2018,09:09:21  3 Mar 2019
Donald Trump,All polls,3/3/2019,4/20/2018,4/24/2018,Ipsos,B+,1522,a,.1510309,0,37.9,56.8,38.34288,55.63083,"",T,http://polling.reuters.com/#poll/CP3_2/,52321,82583,4/27/2018,09:09:21  3 Mar 2019
